# Engine name: FYDPish lite
# Sat Apr 17 00:41:15 2021
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     7.8000    425.0000      0.0000      1.0000      0.0000   2974.9701     27.7534      1.1647      1.1533   1475.5689    221.9702    246.5564      1.4752      1.6386      1.0000 
     7.8000    450.0000      0.0000      1.0000      0.0000   2978.5357     27.7618      1.1650      1.1537   1476.0079    223.3979    247.5569      1.4843      1.6448      1.0000 
     7.8000    475.0000      0.0000      1.0000      0.0000   2981.8907     27.7697      1.1653      1.1541   1476.4187    224.7253    248.4892      1.4927      1.6505      1.0000 
     7.8000    500.0000      0.0000      1.0000      0.0000   2985.0573     27.7772      1.1656      1.1545   1476.8044    225.9643    249.3611      1.5005      1.6559      1.0000 
     7.8000    525.0000      0.0000      1.0000      0.0000   2988.0546     27.7843      1.1659      1.1549   1477.1824    227.1248    250.1793      1.5078      1.6609      1.0000 
     7.8000    550.0000      0.0000      1.0000      0.0000   2990.8988     27.7910      1.1661      1.1553   1477.5256    228.2152    250.9496      1.5147      1.6656      1.0000 
     7.8000    575.0000      0.0000      1.0000      0.0000   2993.6040     27.7974      1.1664      1.1556   1477.8506    229.2429    251.6766      1.5212      1.6701      1.0000 
     7.8000    600.0000      0.0000      1.0000      0.0000   2996.1825     27.8034      1.1666      1.1560   1478.1589    230.2139    252.3647      1.5273      1.6743      1.0000 
     7.8000    625.0000      0.0000      1.0000      0.0000   2998.6450     27.8093      1.1668      1.1563   1478.4521    231.1335    253.0173      1.5331      1.6783      1.0000 
     7.8000    650.0000      0.0000      1.0000      0.0000   3001.0010     27.8148      1.1671      1.1566   1478.7314    232.0065    253.6376      1.5386      1.6821      1.0000 
     7.8000    675.0000      0.0000      1.0000      0.0000   3003.2586     27.8202      1.1673      1.1569   1478.9980    232.8370    254.2285      1.5438      1.6857      1.0000 
     7.8000    700.0000      0.0000      1.0000      0.0000   3005.4255     27.8253      1.1675      1.1572   1479.2528    233.6283    254.7922      1.5488      1.6891      1.0000 
     7.8000    725.0000      0.0000      1.0000      0.0000   3007.5082     27.8302      1.1677      1.1574   1479.4968    234.3838    255.3310      1.5536      1.6924      1.0000 
     7.8000    750.0000      0.0000      1.0000      0.0000   3009.5126     27.8349      1.1679      1.1577   1479.7308    235.1062    255.8467      1.5581      1.6956      1.0000 
     8.0000    200.0000      0.0000      1.0000      0.0000   2914.5528     27.7048      1.1614      1.1489   1463.8740    199.6295    230.6889      1.3373      1.5454      1.0000 
     8.0000    225.0000      0.0000      1.0000      0.0000   2922.1275     27.7225      1.1621      1.1498   1464.8516    203.3103    233.1719      1.3611      1.5610      1.0000 
     8.0000    250.0000      0.0000      1.0000      0.0000   2928.8413     27.7383      1.1626      1.1506   1465.7090    206.4823    235.3258      1.3815      1.5745      1.0000 
     8.0000    275.0000      0.0000      1.0000      0.0000   2934.8628     27.7525      1.1631      1.1514   1466.4706    209.2580    237.2211      1.3994      1.5864      1.0000 
     8.0000    300.0000      0.0000      1.0000      0.0000   2940.3161     27.7653      1.1636      1.1520   1467.1688    211.7177    238.9085      1.4151      1.5969      1.0000 
     8.0000    325.0000      0.0000      1.0000      0.0000   2945.2948     27.7770      1.1641      1.1527   1467.7882    213.9198    240.4257      1.4293      1.6063      1.0000 
     8.0000    350.0000      0.0000      1.0000      0.0000   2949.8714     27.7878      1.1645      1.1532   1468.3531    215.9088    241.8011      1.4420      1.6149      1.0000 
     8.0000    375.0000      0.0000      1.0000      0.0000   2954.1031     27.7977      1.1649      1.1538   1468.8717    217.7187    243.0569      1.4536      1.6227      1.0000 
     8.0000    400.0000      0.0000      1.0000      0.0000   2958.0359     27.8070      1.1652      1.1543   1469.3504    219.3763    244.2104      1.4641      1.6299      1.0000 
     8.0000    425.0000      0.0000      1.0000      0.0000   2961.7074     27.8157      1.1656      1.1548   1469.7944    220.9030    245.2758      1.4739      1.6365      1.0000 
     8.0000    450.0000      0.0000      1.0000      0.0000   2965.1483     27.8238      1.1659      1.1552   1470.2080    222.3162    246.2643      1.4829      1.6426      1.0000 
     8.0000    475.0000      0.0000      1.0000      0.0000   2968.3845     27.8314      1.1662      1.1556   1470.5946    223.6299    247.1855      1.4913      1.6484      1.0000 
     8.0000    500.0000      0.0000      1.0000      0.0000   2971.4377     27.8386      1.1665      1.1561   1470.9574    224.8562    248.0471      1.4991      1.6537      1.0000 
     8.0000    525.0000      0.0000      1.0000      0.0000   2974.3265     27.8455      1.1668      1.1564   1471.2988    226.0047    248.8557      1.5064      1.6587      1.0000 
     8.0000    550.0000      0.0000      1.0000      0.0000   2977.0668     27.8519      1.1670      1.1568   1471.6210    227.0839    249.6168      1.5133      1.6634      1.0000 
     8.0000    575.0000      0.0000      1.0000      0.0000   2979.6721     27.8581      1.1673      1.1572   1471.9258    228.1009    250.3353      1.5197      1.6678      1.0000 
     8.0000    600.0000      0.0000      1.0000      0.0000   2982.1545     27.8640      1.1675      1.1575   1472.2148    229.0618    251.0152      1.5258      1.6721      1.0000 
     8.0000    625.0000      0.0000      1.0000      0.0000   2984.5245     27.8696      1.1678      1.1578   1472.4895    229.9719    251.6602      1.5316      1.6760      1.0000 
     8.0000    650.0000      0.0000      1.0000      0.0000   2986.7910     27.8749      1.1680      1.1581   1472.7511    230.8358    252.2732      1.5371      1.6798      1.0000 
     8.0000    675.0000      0.0000      1.0000      0.0000   2988.9624     27.8801      1.1682      1.1584   1473.0006    231.6576    252.8570      1.5423      1.6834      1.0000 
     8.0000    700.0000      0.0000      1.0000      0.0000   2991.0458     27.8850      1.1684      1.1587   1473.2390    232.4407    253.4141      1.5472      1.6869      1.0000 
     8.0000    725.0000      0.0000      1.0000      0.0000   2993.0476     27.8897      1.1686      1.1590   1473.4671    233.1883    253.9465      1.5520      1.6901      1.0000 
     8.0000    750.0000      0.0000      1.0000      0.0000   2994.9736     27.8943      1.1688      1.1593   1473.6857    233.9031    254.4562      1.5565      1.6933      1.0000 
     8.2000    200.0000      0.0000      1.0000      0.0000   2902.7591     27.7666      1.1622      1.1503   1458.5094    198.7869    229.6133      1.3366      1.5439      1.0000 
     8.2000    225.0000      0.0000      1.0000      0.0000   2910.1011     27.7838      1.1628      1.1512   1459.4372    202.4346    232.0665      1.3603      1.5594      1.0000 
     8.2000    250.0000      0.0000      1.0000      0.0000   2916.6037     27.7991      1.1634      1.1520   1460.2499    205.5775    234.1947      1.3806      1.5728      1.0000 
     8.2000    275.0000      0.0000      1.0000      0.0000   2922.4318     27.8128      1.1639      1.1528   1460.9708    208.3275    236.0677      1.3984      1.5846      1.0000 
     8.2000    300.0000      0.0000      1.0000      0.0000   2927.7064     27.8253      1.1644      1.1535   1461.6172    210.7639    237.7355      1.4141      1.5951      1.0000 
     8.2000    325.0000      0.0000      1.0000      0.0000   2932.5191     27.8366      1.1649      1.1541   1462.2018    212.9451    239.2351      1.4282      1.6045      1.0000 
     8.2000    350.0000      0.0000      1.0000      0.0000   2936.9405     27.8470      1.1653      1.1547   1462.7346    214.9150    240.5946      1.4409      1.6130      1.0000 
     8.2000    375.0000      0.0000      1.0000      0.0000   2941.0266     27.8567      1.1657      1.1553   1463.2231    216.7074    241.8360      1.4524      1.6208      1.0000 
     8.2000    400.0000      0.0000      1.0000      0.0000   2944.8222     27.8656      1.1661      1.1558   1463.6737    218.3489    242.9764      1.4629      1.6279      1.0000 
     8.2000    425.0000      0.0000      1.0000      0.0000   2948.3638     27.8740      1.1665      1.1563   1464.0912    219.8608    244.0297      1.4727      1.6345      1.0000 
     8.2000    450.0000      0.0000      1.0000      0.0000   2951.6814     27.8818      1.1668      1.1567   1464.4799    221.2601    245.0070      1.4816      1.6406      1.0000 
     8.2000    475.0000      0.0000      1.0000      0.0000   2954.8004     27.8892      1.1671      1.1572   1464.8430    222.5610    245.9177      1.4900      1.6463      1.0000 
     8.2000    500.0000      0.0000      1.0000      0.0000   2957.7418     27.8961      1.1674      1.1576   1465.1834    223.7751    246.7696      1.4978      1.6517      1.0000 
     8.2000    525.0000      0.0000      1.0000      0.0000   2960.5236     27.9027      1.1677      1.1580   1465.5035    224.9123    247.5690      1.5050      1.6566      1.0000 
     8.2000    550.0000      0.0000      1.0000      0.0000   2963.1614     27.9089      1.1680      1.1584   1465.8055    225.9809    248.3216      1.5119      1.6613      1.0000 
     8.2000    575.0000      0.0000      1.0000      0.0000   2965.6684     27.9149      1.1683      1.1587   1466.0909    226.9878    249.0320      1.5183      1.6658      1.0000 
     8.2000    600.0000      0.0000      1.0000      0.0000   2968.0562     27.9205      1.1685      1.1591   1466.3615    227.9391    249.7042      1.5244      1.6700      1.0000 
     8.2000    625.0000      0.0000      1.0000      0.0000   2970.3351     27.9259      1.1688      1.1594   1466.6185    228.8402    250.3418      1.5302      1.6739      1.0000 
     8.2000    650.0000      0.0000      1.0000      0.0000   2972.5138     27.9311      1.1690      1.1597   1466.8630    229.6955    250.9480      1.5356      1.6777      1.0000 
     8.2000    675.0000      0.0000      1.0000      0.0000   2974.6004     27.9360      1.1692      1.1600   1467.0962    230.5090    251.5252      1.5408      1.6813      1.0000 
     8.2000    700.0000      0.0000      1.0000      0.0000   2976.6017     27.9408      1.1695      1.1603   1467.3188    231.2843    252.0760      1.5458      1.6847      1.0000 
     8.2000    725.0000      0.0000      1.0000      0.0000   2978.5242     27.9453      1.1697      1.1606   1467.5318    232.0244    252.6024      1.5505      1.6880      1.0000 
     8.2000    750.0000      0.0000      1.0000      0.0000   2980.3732     27.9497      1.1699      1.1609   1467.7358    232.7321    253.1063      1.5550      1.6911      1.0000 
     8.4000    200.0000      0.0000      1.0000      0.0000   2890.9043     27.8248      1.1630      1.1517   1453.2107    197.9599    228.5614      1.3359      1.5424      1.0000 
     8.4000    225.0000      0.0000      1.0000      0.0000   2898.0157     27.8415      1.1636      1.1526   1454.0893    201.5760    230.9866      1.3595      1.5578      1.0000 
     8.4000    250.0000      0.0000      1.0000      0.0000   2904.3092     27.8563      1.1643      1.1535   1454.8578    204.6911    233.0908      1.3797      1.5712      1.0000 
     8.4000    275.0000      0.0000      1.0000      0.0000   2909.9459     27.8696      1.1648      1.1543   1455.5387    207.4163    234.9428      1.3975      1.5829      1.0000 
     8.4000    300.0000      0.0000      1.0000      0.0000   2915.0439     27.8816      1.1653      1.1550   1456.1485    209.8306    236.5921      1.4131      1.5934      1.0000 
     8.4000    325.0000      0.0000      1.0000      0.0000   2919.6926     27.8926      1.1658      1.1556   1456.6995    211.9918    238.0751      1.4272      1.6027      1.0000 
     8.4000    350.0000      0.0000      1.0000      0.0000   2923.9610     27.9026      1.1663      1.1562   1457.2011    213.9436    239.4198      1.4398      1.6112      1.0000 
     8.4000    375.0000      0.0000      1.0000      0.0000   2927.9035     27.9119      1.1667      1.1568   1457.6607    215.7194    240.6476      1.4513      1.6190      1.0000 
     8.4000    400.0000      0.0000      1.0000      0.0000   2931.5639     27.9206      1.1671      1.1573   1458.0842    217.3456    241.7755      1.4618      1.6261      1.0000 
     8.4000    425.0000      0.0000      1.0000      0.0000   2934.9776     27.9286      1.1674      1.1578   1458.4763    218.8434    242.8174      1.4715      1.6327      1.0000 
     8.4000    450.0000      0.0000      1.0000      0.0000   2938.1741     27.9362      1.1678      1.1583   1458.8410    220.2296    243.7841      1.4804      1.6388      1.0000 
     8.4000    475.0000      0.0000      1.0000      0.0000   2941.1778     27.9433      1.1681      1.1587   1459.1815    221.5182    244.6849      1.4887      1.6444      1.0000 
     8.4000    500.0000      0.0000      1.0000      0.0000   2944.0092     27.9500      1.1684      1.1592   1459.5004    222.7209    245.5276      1.4965      1.6497      1.0000 
     8.4000    525.0000      0.0000      1.0000      0.0000   2946.6861     27.9563      1.1687      1.1596   1459.8002    223.8473    246.3184      1.5038      1.6547      1.0000 
     8.4000    550.0000      0.0000      1.0000      0.0000   2949.2233     27.9623      1.1690      1.1599   1460.0828    224.9057    247.0628      1.5106      1.6594      1.0000 
     8.4000    575.0000      0.0000      1.0000      0.0000   2951.6338     27.9681      1.1693      1.1603   1460.3498    225.9030    247.7655      1.5170      1.6638      1.0000 
     8.4000    600.0000      0.0000      1.0000      0.0000   2953.9290     27.9735      1.1696      1.1607   1460.6027    226.8453    248.4304      1.5231      1.6680      1.0000 
     8.4000    625.0000      0.0000      1.0000      0.0000   2956.1186     27.9787      1.1698      1.1610   1460.8428    227.7378    249.0612      1.5288      1.6720      1.0000 
     8.4000    650.0000      0.0000      1.0000      0.0000   2958.2114     27.9836      1.1701      1.1613   1461.0712    228.5850    249.6608      1.5343      1.6757      1.0000 
     8.4000    675.0000      0.0000      1.0000      0.0000   2960.2149     27.9884      1.1703      1.1616   1461.2888    229.3905    250.2317      1.5394      1.6793      1.0000 
     8.4000    700.0000      0.0000      1.0000      0.0000   2962.1361     27.9929      1.1705      1.1619   1461.4965    230.1584    250.7765      1.5444      1.6827      1.0000 
     8.4000    725.0000      0.0000      1.0000      0.0000   2963.9809     27.9973      1.1708      1.1622   1461.6951    230.8914    251.2972      1.5491      1.6860      1.0000 
     8.4000    750.0000      0.0000      1.0000      0.0000   2965.7548     28.0015      1.1710      1.1625   1461.8852    231.5922    251.7956      1.5536      1.6891      1.0000 
     8.6000    200.0000      0.0000      1.0000      0.0000   2879.0161     27.8796      1.1638      1.1531   1447.9914    197.1490    227.5335      1.3352      1.5410      1.0000 
     8.6000    225.0000      0.0000      1.0000      0.0000   2885.8996     27.8958      1.1645      1.1541   1448.8223    200.7347    229.9322      1.3587      1.5563      1.0000 
     8.6000    250.0000      0.0000      1.0000      0.0000   2891.9867     27.9101      1.1651      1.1550   1449.5480    203.8232    232.0138      1.3789      1.5696      1.0000 
     8.6000    275.0000      0.0000      1.0000      0.0000   2897.4347     27.9229      1.1657      1.1557   1450.1903    206.5248    233.8461      1.3966      1.5813      1.0000 
     8.6000    300.0000      0.0000      1.0000      0.0000   2902.3588     27.9346      1.1663      1.1565   1450.7648    208.9180    235.4778      1.4122      1.5917      1.0000 
     8.6000    325.0000      0.0000      1.0000      0.0000   2906.8462     27.9451      1.1668      1.1571   1451.2834    211.0601    236.9452      1.4262      1.6011      1.0000 
     8.6000    350.0000      0.0000      1.0000      0.0000   2910.9641     27.9549      1.1672      1.1577   1451.7550    212.9946    238.2758      1.4388      1.6096      1.0000 
     8.6000    375.0000      0.0000      1.0000      0.0000   2914.7655     27.9639      1.1677      1.1583   1452.1867    214.7545    239.4907      1.4502      1.6173      1.0000 
     8.6000    400.0000      0.0000      1.0000      0.0000   2918.2931     27.9722      1.1681      1.1589   1452.5842    216.3662    240.6069      1.4607      1.6244      1.0000 
     8.6000    425.0000      0.0000      1.0000      0.0000   2921.5815     27.9800      1.1684      1.1594   1452.9520    217.8503    241.6377      1.4704      1.6309      1.0000 
     8.6000    450.0000      0.0000      1.0000      0.0000   2924.6591     27.9872      1.1688      1.1598   1453.2938    219.2242    242.5946      1.4793      1.6370      1.0000 
     8.6000    475.0000      0.0000      1.0000      0.0000   2927.5499     27.9941      1.1691      1.1603   1453.6126    220.5012    243.4862      1.4876      1.6427      1.0000 
     8.6000    500.0000      0.0000      1.0000      0.0000   2930.2738     28.0005      1.1695      1.1607   1453.9112    221.6930    244.3200      1.4953      1.6479      1.0000 
     8.6000    525.0000      0.0000      1.0000      0.0000   2932.8479     28.0066      1.1698      1.1611   1454.1916    222.8091    245.1025      1.5026      1.6529      1.0000 
     8.6000    550.0000      0.0000      1.0000      0.0000   2935.2868     28.0124      1.1701      1.1615   1454.4557    223.8579    245.8392      1.5094      1.6576      1.0000 
     8.6000    575.0000      0.0000      1.0000      0.0000   2937.6031     28.0179      1.1704      1.1619   1454.7052    224.8461    246.5346      1.5158      1.6620      1.0000 
     8.6000    600.0000      0.0000      1.0000      0.0000   2939.8078     28.0231      1.1706      1.1623   1454.9413    225.7797    247.1926      1.5218      1.6661      1.0000 
     8.6000    625.0000      0.0000      1.0000      0.0000   2941.9103     28.0281      1.1709      1.1626   1455.1653    226.6640    247.8168      1.5275      1.6701      1.0000 
     8.6000    650.0000      0.0000      1.0000      0.0000   2943.9192     28.0329      1.1712      1.1629   1455.3783    227.5034    248.4102      1.5330      1.6738      1.0000 
     8.6000    675.0000      0.0000      1.0000      0.0000   2945.8418     28.0374      1.1714      1.1633   1455.5812    228.3018    248.9753      1.5381      1.6774      1.0000 
     8.6000    700.0000      0.0000      1.0000      0.0000   2947.6848     28.0418      1.1716      1.1636   1455.7747    229.0624    249.5144      1.5431      1.6808      1.0000 
     8.6000    725.0000      0.0000      1.0000      0.0000   2949.4541     28.0460      1.1719      1.1639   1455.9597    229.7883    250.0293      1.5477      1.6841      1.0000 
     8.6000    750.0000      0.0000      1.0000      0.0000   2951.1548     28.0500      1.1721      1.1642   1456.1367    230.4827    250.5225      1.5522      1.6872      1.0000 
     8.8000    200.0000      0.0000      1.0000      0.0000   2867.1178     27.9312      1.1647      1.1546   1442.8527    196.3541    226.5293      1.3346      1.5397      1.0000 
     8.8000    225.0000      0.0000      1.0000      0.0000   2873.7769     27.9469      1.1654      1.1556   1443.6373    199.9108    228.9032      1.3580      1.5549      1.0000 
     8.8000    250.0000      0.0000      1.0000      0.0000   2879.6610     27.9608      1.1661      1.1564   1444.3218    202.9737    230.9633      1.3782      1.5682      1.0000 
     8.8000    275.0000      0.0000      1.0000      0.0000   2884.9235     27.9732      1.1667      1.1572   1444.9268    205.6529    232.7769      1.3958      1.5798      1.0000 
     8.8000    300.0000      0.0000      1.0000      0.0000   2889.6769     27.9844      1.1672      1.1580   1445.4674    208.0258    234.3921      1.4113      1.5902      1.0000 
     8.8000    325.0000      0.0000      1.0000      0.0000   2894.0060     27.9946      1.1678      1.1587   1445.9548    210.1498    235.8446      1.4253      1.5995      1.0000 
     8.8000    350.0000      0.0000      1.0000      0.0000   2897.9763     28.0040      1.1682      1.1593   1446.3977    212.0675    237.1616      1.4378      1.6080      1.0000 
     8.8000    375.0000      0.0000      1.0000      0.0000   2901.6397     28.0127      1.1687      1.1599   1446.8028    213.8124    238.3644      1.4493      1.6157      1.0000 
     8.8000    400.0000      0.0000      1.0000      0.0000   2905.0374     28.0207      1.1691      1.1604   1447.1755    215.4102    239.4695      1.4597      1.6227      1.0000 
     8.8000    425.0000      0.0000      1.0000      0.0000   2908.2031     28.0282      1.1695      1.1609   1447.5200    216.8816    240.4902      1.4693      1.6293      1.0000 
     8.8000    450.0000      0.0000      1.0000      0.0000   2911.1647     28.0352      1.1699      1.1614   1447.8400    218.2429    241.4368      1.4782      1.6353      1.0000 
     8.8000    475.0000      0.0000      1.0000      0.0000   2913.9452     28.0418      1.1702      1.1619   1448.1383    219.5087    242.3194      1.4865      1.6410      1.0000 
     8.8000    500.0000      0.0000      1.0000      0.0000   2916.5641     28.0480      1.1706      1.1623   1448.4174    220.6909    243.1457      1.4942      1.6462      1.0000 
     8.8000    525.0000      0.0000      1.0000      0.0000   2919.0380     28.0538      1.1709      1.1627   1448.6794    221.7973    243.9205      1.5014      1.6512      1.0000 
     8.8000    550.0000      0.0000      1.0000      0.0000   2921.3811     28.0594      1.1712      1.1631   1448.9260    222.8369    244.6498      1.5082      1.6558      1.0000 
     8.8000    575.0000      0.0000      1.0000      0.0000   2923.6056     28.0647      1.1715      1.1635   1449.1588    223.8165    245.3383      1.5146      1.6602      1.0000 
     8.8000    600.0000      0.0000      1.0000      0.0000   2925.7221     28.0697      1.1718      1.1639   1449.3791    224.7415    245.9894      1.5206      1.6644      1.0000 
     8.8000    625.0000      0.0000      1.0000      0.0000   2927.7400     28.0745      1.1720      1.1642   1449.5880    225.6179    246.6073      1.5263      1.6683      1.0000 
     8.8000    650.0000      0.0000      1.0000      0.0000   2929.6673     28.0791      1.1723      1.1646   1449.7864    226.4498    247.1946      1.5318      1.6721      1.0000 
     8.8000    675.0000      0.0000      1.0000      0.0000   2931.5113     28.0834      1.1725      1.1649   1449.9754    227.2411    247.7540      1.5369      1.6756      1.0000 
     8.8000    700.0000      0.0000      1.0000      0.0000   2933.2784     28.0876      1.1728      1.1652   1450.1556    227.9950    248.2877      1.5418      1.6790      1.0000 
     8.8000    725.0000      0.0000      1.0000      0.0000   2934.9742     28.0917      1.1730      1.1655   1450.3277    228.7146    248.7977      1.5465      1.6823      1.0000 
     8.8000    750.0000      0.0000      1.0000      0.0000   2936.6040     28.0955      1.1733      1.1658   1450.4924    229.4021    249.2852      1.5510      1.6854      1.0000 
     9.0000    200.0000      0.0000      1.0000      0.0000   2855.2299     27.9800      1.1656      1.1560   1437.7950    195.5754    225.5487      1.3339      1.5384      1.0000 
     9.0000    225.0000      0.0000      1.0000      0.0000   2861.6685     27.9951      1.1664      1.1570   1438.5351    199.1040    227.8989      1.3573      1.5536      1.0000 
     9.0000    250.0000      0.0000      1.0000      0.0000   2867.3534     28.0085      1.1671      1.1579   1439.1799    202.1425    229.9387      1.3774      1.5668      1.0000 
     9.0000    275.0000      0.0000      1.0000      0.0000   2872.4340     28.0205      1.1677      1.1588   1439.7491    204.8000    231.7346      1.3950      1.5784      1.0000 
     9.0000    300.0000      0.0000      1.0000      0.0000   2877.0202     28.0314      1.1683      1.1595   1440.2572    207.1536    233.3339      1.4105      1.5888      1.0000 
     9.0000    325.0000      0.0000      1.0000      0.0000   2881.1944     28.0412      1.1688      1.1602   1440.7149    209.2603    234.7725      1.4244      1.5980      1.0000 
     9.0000    350.0000      0.0000      1.0000      0.0000   2885.0206     28.0503      1.1693      1.1608   1441.1304    211.1620    236.0766      1.4369      1.6065      1.0000 
     9.0000    375.0000      0.0000      1.0000      0.0000   2888.5490     28.0586      1.1697      1.1614   1441.5101    212.8924    237.2677      1.4483      1.6141      1.0000 
     9.0000    400.0000      0.0000      1.0000      0.0000   2891.8199     28.0663      1.1702      1.1620   1441.8591    214.4768    238.3621      1.4587      1.6212      1.0000 
     9.0000    425.0000      0.0000      1.0000      0.0000   2894.8661     28.0735      1.1706      1.1625   1442.1816    215.9361    239.3730      1.4683      1.6277      1.0000 
     9.0000    450.0000      0.0000      1.0000      0.0000   2897.7145     28.0803      1.1710      1.1630   1442.4808    217.2860    240.3106      1.4772      1.6337      1.0000 
     9.0000    475.0000      0.0000      1.0000      0.0000   2900.3877     28.0866      1.1713      1.1635   1442.7596    218.5412    241.1847      1.4855      1.6394      1.0000 
     9.0000    500.0000      0.0000      1.0000      0.0000   2902.9044     28.0926      1.1717      1.1639   1443.0203    219.7119    242.0016      1.4931      1.6446      1.0000 
     9.0000    525.0000      0.0000      1.0000      0.0000   2905.2809     28.0982      1.1720      1.1643   1443.2649    220.8087    242.7686      1.5003      1.6496      1.0000 
     9.0000    550.0000      0.0000      1.0000      0.0000   2907.5309     28.1035      1.1723      1.1647   1443.4950    221.8411    243.4925      1.5071      1.6542      1.0000 
     9.0000    575.0000      0.0000      1.0000      0.0000   2909.6663     28.1086      1.1726      1.1651   1443.7120    222.8124    244.1743      1.5135      1.6586      1.0000 
     9.0000    600.0000      0.0000      1.0000      0.0000   2911.6972     28.1134      1.1729      1.1655   1443.9173    223.7304    244.8199      1.5195      1.6627      1.0000 
     9.0000    625.0000      0.0000      1.0000      0.0000   2913.6329     28.1180      1.1732      1.1659   1444.1119    224.5982    245.4308      1.5252      1.6667      1.0000 
     9.0000    650.0000      0.0000      1.0000      0.0000   2915.4811     28.1224      1.1735      1.1662   1444.2967    225.4228    246.0122      1.5306      1.6704      1.0000 
     9.0000    675.0000      0.0000      1.0000      0.0000   2917.2489     28.1266      1.1737      1.1665   1444.4726    226.2070    246.5660      1.5357      1.6740      1.0000 
     9.0000    700.0000      0.0000      1.0000      0.0000   2918.9424     28.1306      1.1740      1.1668   1444.6402    226.9541    247.0941      1.5406      1.6773      1.0000 
     9.0000    725.0000      0.0000      1.0000      0.0000   2920.5673     28.1345      1.1742      1.1671   1444.8003    227.6708    247.6021      1.5453      1.6806      1.0000 
     9.0000    750.0000      0.0000      1.0000      0.0000   2922.1283     28.1382      1.1744      1.1674   1444.9534    228.3530    248.0856      1.5498      1.6837      1.0000 
     9.2000    200.0000      0.0000      1.0000      0.0000   2843.3700     28.0260      1.1666      1.1575   1432.8187    194.8124    224.5910      1.3334      1.5372      1.0000 
     9.2000    225.0000      0.0000      1.0000      0.0000   2849.5925     28.0407      1.1674      1.1585   1433.5160    198.3143    226.9189      1.3567      1.5523      1.0000 
     9.2000    250.0000      0.0000      1.0000      0.0000   2855.0822     28.0536      1.1681      1.1594   1434.1227    201.3295    228.9396      1.3767      1.5655      1.0000 
     9.2000    275.0000      0.0000      1.0000      0.0000   2859.9851     28.0652      1.1687      1.1603   1434.6578    203.9665    230.7187      1.3942      1.5771      1.0000 
     9.2000    300.0000      0.0000      1.0000      0.0000   2864.4078     28.0756      1.1693      1.1610   1435.1349    206.3014    232.3030      1.4097      1.5874      1.0000 
     9.2000    325.0000      0.0000      1.0000      0.0000   2868.4310     28.0851      1.1699      1.1617   1435.5642    208.3909    233.7276      1.4236      1.5966      1.0000 
     9.2000    350.0000      0.0000      1.0000      0.0000   2872.1165     28.0938      1.1704      1.1624   1435.9536    210.2779    235.0199      1.4361      1.6050      1.0000 
     9.2000    375.0000      0.0000      1.0000      0.0000   2875.5135     28.1019      1.1709      1.1630   1436.3092    211.9945    236.2000      1.4474      1.6127      1.0000 
     9.2000    400.0000      0.0000      1.0000      0.0000   2878.6610     28.1093      1.1713      1.1636   1436.6357    213.5651    237.2832      1.4578      1.6197      1.0000 
     9.2000    425.0000      0.0000      1.0000      0.0000   2881.5908     28.1163      1.1717      1.1641   1436.9372    215.0124    238.2845      1.4674      1.6262      1.0000 
     9.2000    450.0000      0.0000      1.0000      0.0000   2884.3292     28.1227      1.1721      1.1646   1437.2168    216.3512    239.2133      1.4762      1.6322      1.0000 
     9.2000    475.0000      0.0000      1.0000      0.0000   2886.8981     28.1288      1.1725      1.1651   1437.4772    217.5960    240.0790      1.4845      1.6378      1.0000 
     9.2000    500.0000      0.0000      1.0000      0.0000   2889.3157     28.1345      1.1728      1.1655   1437.7205    218.7616    240.8924      1.4922      1.6431      1.0000 
     9.2000    525.0000      0.0000      1.0000      0.0000   2891.5977     28.1400      1.1732      1.1659   1437.9486    219.8498    241.6526      1.4994      1.6480      1.0000 
     9.2000    550.0000      0.0000      1.0000      0.0000   2893.7574     28.1451      1.1735      1.1663   1438.1632    220.8711    242.3672      1.5061      1.6527      1.0000 
     9.2000    575.0000      0.0000      1.0000      0.0000   2895.8063     28.1499      1.1738      1.1667   1438.3654    221.8341    243.0425      1.5124      1.6570      1.0000 
     9.2000    600.0000      0.0000      1.0000      0.0000   2897.7545     28.1546      1.1741      1.1671   1438.5566    222.7462    243.6835      1.5185      1.6612      1.0000 
     9.2000    625.0000      0.0000      1.0000      0.0000   2899.6106     28.1590      1.1744      1.1675   1438.7378    223.6084    244.2900      1.5241      1.6651      1.0000 
     9.2000    650.0000      0.0000      1.0000      0.0000   2901.3823     28.1632      1.1747      1.1678   1438.9097    224.4264    244.8663      1.5295      1.6688      1.0000 
     9.2000    675.0000      0.0000      1.0000      0.0000   2903.0764     28.1672      1.1749      1.1681   1439.0733    225.2031    245.4138      1.5347      1.6724      1.0000 
     9.2000    700.0000      0.0000      1.0000      0.0000   2904.6988     28.1710      1.1752      1.1685   1439.2292    225.9446    245.9376      1.5395      1.6758      1.0000 
     9.2000    725.0000      0.0000      1.0000      0.0000   2906.2550     28.1747      1.1754      1.1688   1439.3780    226.6522    246.4379      1.5442      1.6790      1.0000 
